has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,0,0,5,25,12,59,1,1,1,5895,0,2,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0,https://public-en--suite.teachable.com/p/home,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://allegrolokalnie.ogloszenie-385202.shop,1
1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18,1,74,18,1,0,0,122,0,5,2,37,0,1,0,0,0,0,20,0,0,0,0,2,0,https://muse.io/bt-internet-770b69,1
1,1,1,1,0,1,0,0,0,0,0,1,23,0,0,192,0,0,27,194,25,60,1,0,1,20852,1,337,137,406,0,1,0,0,1,0,63,1,0,1,5,170,0,https://regularisation-ulys.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://allegrolokalnie.pi-oferta-73710294019274.rest,1
1,1,1,1,0,1,0,0,0,0,0,1,23,0,0,192,0,0,27,194,25,60,1,0,1,20852,1,337,137,406,0,1,0,0,1,0,63,1,0,1,5,170,0,https://regularisation-ulys.com/as.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,22,0,0,0,57,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,https://espace-client-doctolib.com/,1
1,1,1,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,8,0,53,16,0,0,0,280,0,1,3,73,0,1,1,0,0,1,17,0,0,0,0,6,0,https://drumjo99.wixsite.com/my-site-1,1
1,1,1,1,0,1,0,1,0,0,0,5,2,0,0,6,0,0,8,6,54,14,0,1,0,556,0,9,6,108,0,1,1,1,0,1,17,1,0,0,0,11,0,https://btinternetmail2024.wixsite.com/my-site,1
1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6,0,13,8,1,1,0,135,0,0,4,25,0,0,0,0,0,0,2,0,0,0,0,6,0,https://filefiles.vercel.app/?id=abuse@optusnet.com.au,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,208,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,https://bancoccidentex1.webcindario.com/?fbclid=IwQ0xDSwLLjntleHRuA2FlbQIxMQABHpRXAw3Y_nDvehaPGvO3BRlvLfdvHGOPQLfWPPdL1M0z5S5rPZKC0V1Wyur0_aem_HHYzkqHMvlHu7_uAjJkMDA,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,35,0,0,0,125,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQ7qEzCo-6VUhTb7MoNI2kHIuMAkWBOodEAb0Gn8SBBzzjaQSBveMh7yOAHKCJ3Dkq-FPsKu31JOaNl/pub,1
1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,19,13,20,75,0,0,0,2882,3,15,13,81,0,0,0,0,0,0,23,0,0,0,0,16,0,https://go.ly/vTiXb,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,20,0,0,0,110,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSfLzc6GVdsbhUQ9L2dB8-uvG8WaajE3x2eZWytOm7BuPbYiMdCbLHtoB0YmUHEmxATtWEkkXmMe2xw/pub,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,39,0,0,0,129,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQn03xsN1pGyFsauocMQJYfpA3imXoo9fncmtAxpPxoA5Yk8o08xVVwN-BZYoo5sm9K5MUbyYWxBBpI/pub,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0,7,49,18,86,1,1,1,9821,0,7,0,9,0,0,0,0,0,0,18,0,0,0,0,5,0,https://ln.run/SdaWh,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,87,0,1,0,1688,0,17,4,36,0,1,0,0,0,0,2,1,0,0,0,4,0,https://evo-help.ru/mexs.html,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,22,0,0,0,57,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,https://circul-ulys.info/index.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,22,0,0,0,57,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,https://circul-ulys.info/,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,5,6,12,70,1,1,0,1496,0,2,1,6,0,0,0,0,0,0,19,0,0,0,0,0,0,https://web-exosus-page.teachable.com/p/home,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,36,0,0,0,126,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vScQHVaOb4OTtqXO1kEcq9sjtXB6M8TMBPq5WSnT7CKziafEzDIj2kNMssg0VwZAs-IHwvHPCBpsnA2/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,20,1,1,1,99,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,https://iniciar1-auth.zya.me,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,35,0,0,0,54,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,https://bit.ly/m/attwwwupdatemail,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,58,0,0,0,148,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vS8f_nV0d1_r9IwO2Wf_xFaYLkFHenEvCkgnlmJf8Wg-s1nNAH2Qmtw_5KhV7ksaXaxeHL6b_2GRTS0/pub,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://132.232.170.50:9011/01cdfr.html,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,36,0,0,0,126,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vScQHVaOb4OTtqXO1kEcq9sjtXB6M8TMBPq5WSnT7CKziafEzDIj2kNMssg0VwZAs-IHwvHPCBpsnA2/pub,1
1,1,1,1,0,1,1,1,0,0,0,2,1,0,7,0,0,0,17,1,10,21,0,0,0,266,0,2,1,9,0,0,1,0,0,0,4,0,0,0,0,2,0,https://solde-ulys.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://allegrolokalnie.pi-9201029351030192736.rest,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://allegrolokalnie.pi-3851273405953.rest,1
1,1,0,1,1,0,0,0,1,0,0,10,0,0,0,0,0,1,0,1,6,6,0,0,0,266,0,27,1,12,0,0,1,0,0,0,2,0,0,0,0,8,1,http://enhd.es/smart/?&amp;id=phishing@d3lab.net,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,0,0,0,148,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,https://685be33ddef35300085ecd62--yellowcard-webapp.netlify.app/,1
1,1,1,1,0,1,1,1,1,0,0,8,1,0,83,3,0,0,1,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,5,0,0,0,0,6,0,https://sites.google.com/view/ugbyugbyuguugyyugyug/home,1
1,1,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,4,1,13,4,0,0,0,201,0,1,1,146,0,0,0,0,0,0,13,0,0,0,0,22,0,https://sites.google.com/view/krtdfdg/home,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,26,0,0,0,116,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSFDwGDJYJ7WqagfbXUD3z6S2x-hH5FT12yKM5Az-pUBlRoGcAAOtOysBb3CfRr1szJN7M7oAwJJEtK/pub,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,41,0,0,0,374,0,2,1,3,0,0,0,0,0,0,17,0,0,0,0,0,0,https://www.kisa.link/rhfSz,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,0,0,0,148,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,http://685be33ddef35300085ecd62--yellowcard-webapp.netlify.app,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,0,8,0,24,4,0,0,0,331,0,5,1,39,0,0,1,0,0,1,7,0,0,0,0,12,0,https://notificationsconnectingmwebber.weebly.com/,1
1,1,1,1,0,1,1,1,0,0,0,2,2,0,0,1,0,0,7,0,50,14,0,0,0,224,0,2,1,38,0,0,1,0,0,0,16,1,0,1,0,5,0,https://lerkavifye.wixstudio.com/my-site,1
1,1,1,1,1,1,0,0,1,0,0,11,1,0,0,0,0,0,8,0,23,4,0,1,0,618,0,4,2,50,0,0,1,0,0,1,7,0,0,0,0,14,0,https://utemncl.weebly.com/,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://interiakactliveresbrokeiers.com/login,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,22,0,0,0,57,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,https://autoroutes-france.com/index.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,22,0,0,0,57,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,https://autoroutes-france.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,1,13,0,26,4,0,0,0,366,0,8,4,58,0,0,1,0,0,1,9,0,0,0,0,11,1,https://myjmvjmvhn.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,28,4,0,0,0,339,0,4,2,55,0,0,1,0,0,1,7,0,0,0,0,10,1,https://iiiinet.weebly.com/,1
1,1,1,1,0,1,0,0,0,0,0,1,2,0,0,133,0,0,26,3,29,45,0,1,1,4944,1,289,66,360,0,1,1,0,0,0,22,1,0,0,0,55,0,http://yedekparcamiz.com,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,0,0,0,12,0,24,17,0,1,0,382,0,4,1,50,0,0,1,0,0,1,7,0,0,0,0,13,0,https://al-openweb-en.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,4,0,0,13,0,26,26,0,0,0,417,0,8,3,41,0,0,1,0,0,1,8,0,0,0,0,10,0,https://oranizermailupdateservice.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,25,8,0,1,0,389,0,3,1,56,0,0,1,0,0,1,7,0,0,0,0,13,2,https://webvghkngf.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,25,8,0,1,0,391,0,4,2,56,0,0,1,0,0,1,7,0,0,0,0,10,2,https://web-de-faem-iz-kj.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,25,9,0,1,0,352,0,4,2,59,0,0,1,0,0,1,7,0,0,0,0,12,2,https://hjsdbdjd.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,0,13,0,26,26,0,0,0,379,0,6,3,41,0,0,1,0,0,1,8,0,0,0,0,10,0,https://mail---premium--service--update.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,0,14,0,26,17,0,0,0,340,0,5,3,54,0,0,1,0,0,1,8,0,0,0,0,10,0,https://myglacler-acc.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,0,13,0,26,15,0,0,0,375,0,6,3,41,0,0,1,0,0,1,8,0,0,0,0,10,0,https://mailboxclosure.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,2,0,1,11,0,26,4,0,0,0,329,0,6,1,49,0,0,1,0,0,1,7,0,0,0,0,15,1,https://zimbrafixit.weebly.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,22,0,0,0,57,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,https://ulys-services.com/index.php,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,28,4,0,1,0,368,0,4,2,54,0,0,1,0,0,1,7,0,0,0,0,11,1,https://serv554.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,10,1,0,0,2,0,0,12,0,25,11,0,1,0,442,0,6,2,50,0,0,1,0,0,1,7,0,0,0,0,17,0,https://epeccom.weebly.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,15,40,0,0,0,114,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,0,0,https://racco450.square.site/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,8,0,1,13,0,24,4,0,0,0,466,0,12,1,49,0,0,1,0,0,1,7,0,0,0,0,12,1,https://zillagewebmaileraccess098760999.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,23,4,0,0,0,307,0,4,2,43,0,0,1,0,0,1,7,0,0,0,0,12,2,https://67djh.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,8,0,0,14,0,26,4,0,1,0,511,0,14,3,56,0,0,1,0,0,1,8,0,0,0,0,13,0,https://jhayy.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,1,13,0,23,15,1,1,0,329,0,4,3,37,0,0,1,0,0,1,8,0,0,0,0,8,1,https://yesmoibo.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,0,0,0,23,0,29,22,0,0,0,392,0,6,5,80,0,0,1,0,0,1,10,0,0,0,0,14,0,https://vfygfcstbkidty.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,0,13,0,26,15,0,0,0,368,0,6,3,43,0,0,1,0,0,1,8,0,0,0,0,10,0,https://mail-premiumupdatess.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,0,13,0,26,15,0,0,0,367,0,6,3,41,0,0,1,0,0,1,8,0,0,0,0,10,0,https://mailupdateserversteam.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,11,1,0,0,0,0,0,8,0,23,9,0,1,0,499,0,4,2,50,0,0,1,0,0,1,7,0,0,0,0,14,0,https://uctacza.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,7,1,0,0,10,0,1,12,0,25,4,0,1,0,575,0,16,4,62,0,0,1,1,0,1,9,0,0,0,0,12,1,https://ourtlime.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,0,0,0,8,0,22,4,0,1,0,349,0,3,1,43,0,0,1,1,0,1,7,0,0,0,0,14,0,https://creapacombr.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,0,11,0,24,8,0,1,0,363,0,4,2,46,0,0,1,0,0,1,7,0,0,0,0,13,0,https://mailboxbeta.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,0,13,0,26,23,0,1,0,369,0,5,1,38,0,0,1,0,0,1,7,0,0,0,0,11,0,https://gift65767.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,1,7,0,24,16,0,1,0,323,0,5,3,44,0,0,1,0,0,1,8,0,0,0,0,9,1,https://tularosanet.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,2,0,0,12,0,25,8,0,1,0,471,0,5,1,47,0,0,1,0,0,1,7,0,0,0,0,14,0,https://xn--dassistncia-49a.weebly.com/,1
1,1,1,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,9,0,4,17,0,0,0,80,0,2,6,34,0,0,1,0,0,1,12,1,0,0,0,3,0,https://mina-y4lv6k4woehwpkp4.builder-preview.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,4,0,1,7,0,28,4,0,1,0,465,0,7,2,54,0,0,1,0,0,1,7,0,0,0,0,11,1,https://xf10mail.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,1,7,0,25,8,0,1,0,333,0,4,2,58,0,0,1,0,0,1,7,0,0,0,0,12,1,https://xxlxlkx.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,0,0,1,11,0,25,8,0,0,0,296,0,4,1,50,0,0,1,0,0,1,7,0,0,0,0,15,1,https://telkomsasupportgig.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,0,15,0,26,12,0,0,0,328,0,2,1,50,0,0,1,0,0,1,7,0,0,0,0,12,0,https://sechometownone.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,25,8,0,1,0,356,0,4,1,56,0,0,1,0,0,1,7,0,0,0,0,10,2,https://smsmmddndn3844222.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,25,40,0,1,0,417,0,5,3,60,0,0,1,0,0,1,8,0,0,0,0,9,2,https://heusakleame.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,12,3,0,0,4,0,1,15,0,30,9,0,1,0,563,0,8,2,66,0,0,1,0,0,1,7,0,0,0,0,22,1,https://webmaildocumentopdf.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,1,7,0,24,8,0,1,0,394,0,4,2,44,0,0,1,0,0,1,7,0,0,0,0,12,1,https://gmxups.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,29,12,0,0,0,405,0,5,3,67,0,0,1,0,0,1,9,0,0,0,0,10,1,https://currently8947561352.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,0,11,0,25,4,0,1,0,418,0,6,2,53,0,0,1,0,0,1,7,0,0,0,0,13,0,https://btinternettttttbtjjjjjjj.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,0,13,0,25,19,0,1,0,324,0,4,3,43,0,0,1,0,0,1,8,0,0,0,0,11,0,https://hctcnetwebmail.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,29,4,0,1,0,418,0,7,4,73,0,0,1,0,0,1,9,0,0,0,0,8,1,https://videotronooo34.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,0,8,0,28,4,0,1,0,364,0,4,2,48,0,0,1,0,0,1,7,0,0,0,0,8,0,https://fvfsre43bahu.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,0,0,0,15,0,27,4,0,0,0,360,0,6,1,53,0,0,1,0,0,1,7,0,0,0,0,16,0,https://centierr.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,1,6,0,27,7,0,0,0,322,0,4,1,54,0,0,1,0,0,1,7,0,0,0,0,11,1,https://geromazugade.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,0,8,0,28,4,0,1,0,425,0,4,2,60,0,0,1,0,0,1,7,0,0,0,0,11,0,https://telstraawebmaill2.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,11,1,0,0,2,0,0,12,0,25,4,0,1,0,541,0,5,1,58,0,0,1,0,0,1,7,0,0,0,0,18,0,https://documentopa.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,1,8,0,24,49,0,0,0,317,0,3,1,42,0,0,1,0,0,1,7,0,0,0,0,11,1,https://webmail-telkomsa-net-mail-login-op.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,0,0,0,23,0,29,28,0,0,0,391,0,5,4,77,0,0,1,0,0,1,9,0,0,0,0,14,0,https://vfymandmbkonl.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,3,0,0,8,0,31,13,0,0,0,406,0,7,2,51,0,0,1,0,0,1,7,0,0,0,0,13,0,https://bcvkjhgfhjk.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,1,10,0,25,4,0,1,0,315,0,4,1,43,0,0,1,0,0,1,7,0,0,0,0,13,1,https://hotkeywebcheck.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,1,6,0,27,6,0,0,0,316,0,4,1,49,0,0,1,0,0,1,7,0,0,0,0,11,1,https://xn--tq4bs2h.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,0,0,2,7,0,23,4,0,1,0,361,0,4,2,45,0,0,1,0,0,1,7,0,0,0,0,11,2,https://updatassesion.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,7,2,0,0,0,0,2,8,0,28,8,0,0,0,369,0,4,2,61,0,0,1,1,0,1,7,0,0,0,0,10,2,https://spectrumonlinedifferenceexp001.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,0,13,0,23,18,0,1,0,340,0,7,3,38,0,0,1,0,0,1,8,0,0,0,0,11,0,https://cnrss.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,26,8,0,1,0,349,0,5,3,62,0,0,1,0,0,1,8,0,0,0,0,12,2,https://webmailaustraila.weebly.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,0,7,46,18,76,1,1,0,10891,0,7,0,9,0,0,0,0,0,0,18,0,0,0,0,5,0,https://ln.run/iWHAC,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,0,12,0,24,8,0,1,0,344,0,4,2,53,0,0,1,0,0,1,7,0,0,0,0,12,0,https://nsc-ru.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,2,0,0,13,0,26,17,0,1,0,380,0,5,1,42,0,0,1,0,0,1,7,0,0,0,0,12,0,https://mail660.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,0,15,0,27,4,0,0,0,356,0,5,1,51,0,0,1,0,0,1,7,0,0,0,0,10,0,https://mwebucuonlinhml00adlog0naccesss.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,25,43,0,1,0,432,0,4,2,56,0,0,1,0,0,1,7,0,0,0,0,9,2,https://srvoiaddakeo.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,24,8,0,1,0,373,0,9,6,71,0,0,1,0,0,1,11,0,0,0,0,10,2,https://qwrtcghd.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,29,4,0,0,0,360,0,5,3,65,0,0,1,0,0,1,8,0,0,0,0,10,1,https://appsrrackspace.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,1,7,0,23,9,0,0,0,296,0,5,3,40,0,0,1,0,0,1,8,0,0,0,0,12,1,https://shawedomaindgtyyy.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,8,0,0,12,0,25,4,0,1,0,537,0,12,2,55,0,0,1,0,0,1,7,0,0,0,0,13,0,https://btemailauthh.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,30,4,0,0,0,362,0,5,3,75,0,0,1,0,0,1,8,0,0,0,0,10,1,https://webmailservice010.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,10,0,1,11,0,25,4,0,1,0,625,0,17,5,71,0,0,1,0,0,1,10,0,0,0,0,13,1,https://wlndstreammainnet.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,9,1,0,0,2,0,2,12,0,25,26,0,1,0,466,0,7,3,61,0,0,1,0,0,1,8,0,0,0,0,13,2,https://adminverififcationxx.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,3,8,0,28,4,0,0,0,429,0,6,4,72,0,0,1,0,0,1,9,0,0,0,0,11,3,https://customer-service-telstra-admin.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,0,15,0,26,3,0,0,0,315,0,3,2,48,0,0,1,0,0,1,7,0,0,0,0,12,0,https://securervr.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,1,7,0,27,5,0,0,0,402,0,9,7,79,0,0,1,0,0,1,12,0,0,0,0,11,1,https://navershefffffff.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,28,4,0,1,0,401,0,4,2,56,0,0,1,0,0,1,7,0,0,0,0,11,1,https://65786545.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,2,0,0,13,0,26,15,0,0,0,372,0,6,3,41,0,0,1,0,0,1,8,0,0,0,0,10,0,https://mailaccountclosureupdates.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,7,1,0,0,0,0,0,13,0,24,20,0,0,0,443,0,4,2,58,0,0,1,1,0,1,7,0,0,0,0,14,0,https://confirm-987.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,25,8,0,1,0,358,0,3,1,57,0,0,1,0,0,1,7,0,0,0,0,12,2,https://mhjshdksdskdksdsmmjhsdt.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,2,0,0,0,0,1,7,0,28,8,0,0,0,384,0,4,2,62,0,0,1,0,0,1,7,0,0,0,0,11,1,https://btvoicess.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,25,19,0,1,0,379,0,4,2,59,0,0,1,0,0,1,7,0,0,0,0,13,2,https://support-inc-sylc.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,11,1,0,0,2,0,0,11,0,25,4,0,1,0,384,0,7,2,51,0,0,1,0,0,1,7,0,0,0,0,14,0,https://xn--actualitzacidecorreuelectrnicdegencatweb-k3d1a.weebly.com/,1
1,1,1,1,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,25,8,0,1,0,389,0,3,1,56,0,0,1,0,0,1,7,0,0,0,0,13,2,https://webfhrhfsde.weebly.com/,1
